current_remote_work_time,preferred_remote_work_time,remote_collaboration_ease,remote_work_productivity,remote_prep_commute_time,remote_personal_time,remote_work_time,office_personal_time,office_prep_commute_time,office_work_time
10.0,50.0,5.0,1.0,0.5,5.0,8.0,4.0,1.0,8.0
80.0,50.0,4.0,0.8,0.0,2.0,6.0,1.0,0.3,7.0
100.0,90.0,4.0,1.5,2.0,2.0,5.0,4.0,2.0,7.0
100.0,50.0,4.0,1.4,1.0,2.0,10.0,2.0,3.0,8.0
100.0,100.0,5.0,1.5,0.0,4.0,7.0,3.0,2.0,7.0
70.0,20.0,4.0,1.0,0.5,4.0,9.0,4.0,0.5,9.0
60.0,60.0,5.0,1.0,0.0,5.0,7.0,5.0,1.0,7.0
100.0,100.0,5.0,1.5,0.0,4.0,12.0,4.0,2.0,9.0
40.0,40.0,4.0,1.3,0.0,8.0,7.0,5.0,1.0,7.0
90.0,90.0,5.0,1.0,0.5,6.0,7.66,3.0,1.0,7.66
100.0,100.0,4.0,1.3,0.1,3.0,7.0,4.0,0.2,7.0
70.0,20.0,5.0,0.9,0.0,7.0,8.0,7.0,0.5,8.0
100.0,50.0,4.0,1.0,1.0,9.0,6.0,8.0,1.0,9.0
100.0,90.0,5.0,1.5,0.0,3.0,9.0,2.0,3.0,8.0
40.0,30.0,4.0,1.2,1.0,8.0,8.0,8.0,1.0,8.0
100.0,50.0,5.0,1.5,0.0,8.0,8.0,8.0,0.0,8.0
80.0,90.0,5.0,1.2,0.5,4.0,8.5,3.5,1.5,8.5
100.0,90.0,5.0,1.2,0.5,3.5,8.5,2.0,1.5,7.5
70.0,100.0,5.0,1.5,0.5,5.0,8.0,4.0,2.5,8.0
100.0,100.0,3.0,1.0,0.0,3.0,6.0,2.0,2.0,7.5
100.0,80.0,5.0,1.5,0.5,5.0,8.0,2.0,2.0,8.0
70.0,70.0,5.0,1.5,0.5,3.0,8.0,2.0,3.0,8.0
10.0,20.0,5.0,1.5,1.0,3.0,7.0,3.0,0.5,6.0
90.0,50.0,4.0,1.2,1.0,3.0,8.0,3.0,2.0,8.0
50.0,30.0,5.0,0.9,0.0,4.0,8.5,4.0,1.2,8.0
100.0,100.0,4.0,1.2,0.0,3.0,11.0,3.0,3.0,9.0
50.0,50.0,3.0,1.3,1.0,5.0,8.0,7.0,1.0,8.0
20.0,20.0,5.0,1.0,1.0,5.0,8.0,5.0,3.0,7.6
80.0,30.0,5.0,1.2,1.0,2.0,9.0,2.0,1.0,9.0
100.0,20.0,5.0,1.4,0.0,5.0,8.0,2.0,3.0,8.0
80.0,50.0,4.0,1.0,0.0,3.0,7.0,2.0,1.0,7.0
30.0,40.0,5.0,1.4,2.0,8.0,7.0,7.0,3.0,7.0
100.0,80.0,5.0,1.0,0.0,5.0,8.0,3.0,2.0,8.0
100.0,70.0,5.0,1.5,0.25,6.0,8.5,4.0,2.5,8.0
60.0,80.0,4.0,1.3,1.0,3.0,8.0,2.0,1.0,8.0
100.0,100.0,5.0,1.5,0.0,2.0,7.5,2.0,1.0,7.5
90.0,90.0,4.0,1.3,0.0,5.0,9.0,5.0,2.0,9.0
100.0,10.0,4.0,1.5,1.0,3.0,7.0,3.0,1.0,7.0
80.0,80.0,3.0,1.0,1.0,8.0,7.0,8.0,0.5,7.0
70.0,80.0,5.0,1.2,1.0,2.0,9.0,1.0,3.0,8.0
100.0,100.0,4.0,1.0,2.0,4.0,6.0,4.0,2.0,6.0
70.0,70.0,5.0,1.0,1.0,3.0,10.0,2.0,2.0,6.0
100.0,100.0,4.0,1.1,0.0,2.0,11.0,2.0,2.0,7.0
80.0,50.0,4.0,1.1,0.5,4.0,8.0,3.0,3.0,9.0
70.0,50.0,5.0,1.3,0.5,7.0,8.0,7.0,0.5,8.0
80.0,100.0,4.0,1.5,2.0,1.0,7.0,2.0,1.0,7.0
90.0,50.0,4.0,0.9,0.0,0.5,9.0,1.0,1.0,8.0
60.0,10.0,4.0,0.8,0.0,9.0,7.0,7.0,2.0,8.0
50.0,50.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0
100.0,50.0,3.0,1.2,0.5,4.0,8.0,3.0,1.5,8.0
40.0,30.0,4.0,0.9,0.0,8.5,7.5,7.0,1.0,8.0
40.0,30.0,3.0,0.9,0.2,4.0,6.0,3.0,1.0,6.0
20.0,10.0,4.0,1.4,0.0,3.0,10.0,2.0,2.0,8.0
50.0,60.0,4.0,1.3,0.5,5.0,9.0,4.0,1.0,8.0
80.0,70.0,4.0,1.2,0.0,2.0,6.0,0.0,1.0,8.0
100.0,50.0,4.0,0.8,0.5,2.0,8.0,2.0,2.5,8.0
80.0,80.0,5.0,1.0,0.5,6.0,8.0,5.0,1.5,8.0
10.0,50.0,3.0,1.5,0.5,4.0,6.0,3.0,0.5,6.0
100.0,30.0,4.0,1.3,0.0,4.0,9.0,6.0,2.0,8.0
100.0,100.0,4.0,1.5,2.0,3.0,8.0,2.0,2.0,7.0
80.0,50.0,5.0,1.5,1.0,4.0,8.0,4.0,1.0,8.0
100.0,40.0,5.0,1.0,0.5,3.0,8.0,2.0,2.0,8.0
100.0,50.0,5.0,1.0,0.0,4.0,8.0,1.0,3.0,8.0
50.0,60.0,3.0,1.2,1.0,5.0,6.0,3.0,0.5,6.0
100.0,60.0,5.0,1.1,0.5,8.0,9.5,8.0,2.0,9.0
100.0,50.0,5.0,1.5,0.0,2.0,8.0,4.0,2.0,8.0
70.0,40.0,4.0,0.8,0.5,4.0,8.0,5.0,2.0,6.0
40.0,10.0,3.0,1.0,0.5,0.5,7.0,0.5,1.5,6.5
80.0,50.0,4.0,0.7,0.0,5.0,10.0,3.0,0.5,8.0
90.0,50.0,5.0,1.0,0.5,3.0,7.0,2.0,0.75,7.5
50.0,50.0,5.0,1.2,1.0,5.0,8.0,8.0,2.0,8.0
100.0,80.0,5.0,1.0,0.0,2.0,10.0,6.0,0.75,8.0
70.0,50.0,5.0,1.3,1.0,5.0,9.0,5.0,2.0,7.0
100.0,50.0,5.0,1.0,2.0,5.0,6.0,5.0,3.0,6.0
10.0,100.0,5.0,0.9,0.0,8.0,7.0,5.0,0.5,7.0
100.0,50.0,3.0,1.0,0.0,4.0,8.0,3.0,1.0,8.0
30.0,30.0,3.0,1.0,2.0,11.0,9.0,5.0,2.0,8.0
10.0,30.0,4.0,0.9,0.0,3.0,8.0,2.0,1.0,8.0
100.0,60.0,4.0,0.9,0.5,6.0,7.5,5.0,2.0,7.0
100.0,20.0,4.0,1.1,0.5,3.5,9.0,3.0,3.0,8.0
40.0,70.0,4.0,1.2,0.5,4.5,9.0,4.0,2.0,8.0
80.0,100.0,4.0,1.5,1.0,8.0,8.0,3.0,1.0,8.0
30.0,80.0,4.0,1.1,0.05,3.0,10.0,3.0,0.2,8.0
10.0,50.0,4.0,0.9,0.25,1.0,6.0,1.0,1.0,7.0
50.0,80.0,4.0,0.9,0.5,4.0,10.0,4.0,2.0,9.0
100.0,100.0,5.0,1.1,0.5,0.5,7.5,0.5,1.0,7.5
50.0,20.0,4.0,0.9,0.5,5.0,8.0,4.0,1.5,8.0
90.0,60.0,3.0,1.3,0.0,1.0,7.0,0.0,2.0,7.0
100.0,70.0,4.0,1.0,0.0,5.0,8.0,4.0,0.5,8.0
70.0,40.0,5.0,1.2,1.0,5.0,6.0,4.0,2.0,6.0
100.0,40.0,3.0,1.0,0.5,3.0,7.0,3.0,2.5,7.5
100.0,90.0,5.0,1.2,0.5,6.0,9.0,5.0,0.5,8.5
90.0,30.0,5.0,1.3,0.0,3.0,12.0,4.0,1.0,9.0
50.0,20.0,4.0,1.0,1.0,4.0,6.0,5.0,2.0,8.0
100.0,10.0,5.0,1.0,0.0,0.0,8.0,0.0,0.5,7.0
10.0,50.0,4.0,1.0,1.0,2.0,8.5,4.0,1.5,8.5
40.0,50.0,5.0,1.0,1.0,4.0,8.0,3.0,2.0,8.0
100.0,100.0,5.0,1.3,0.0,1.0,8.0,1.0,2.0,8.0
30.0,40.0,3.0,0.7,0.5,5.0,8.5,4.0,3.5,8.5
50.0,60.0,5.0,1.1,0.0,5.0,9.0,3.0,2.0,6.0
10.0,80.0,5.0,1.4,0.5,5.0,7.5,5.0,2.0,7.5
50.0,50.0,5.0,1.0,0.15,7.0,8.0,8.0,0.15,8.0
80.0,70.0,5.0,1.4,0.0,7.0,6.0,6.0,1.0,7.0
60.0,20.0,4.0,1.2,0.0,6.0,9.5,6.0,2.0,8.0
50.0,100.0,5.0,1.0,0.0,2.0,7.0,2.0,0.0,7.0
20.0,20.0,4.0,1.0,0.5,3.5,7.0,2.0,2.0,7.0
100.0,90.0,5.0,1.5,0.0,2.0,9.0,4.0,0.25,6.0
20.0,50.0,4.0,1.0,0.5,6.0,10.0,7.0,0.5,9.0
60.0,40.0,5.0,1.3,0.0,3.0,10.0,3.0,2.0,9.0
100.0,50.0,5.0,1.0,1.0,3.0,8.0,2.0,3.0,8.0
30.0,50.0,4.0,1.0,0.66,6.0,9.0,6.0,1.5,8.0
100.0,80.0,5.0,1.0,0.5,3.0,9.0,3.0,1.5,8.0
20.0,40.0,5.0,1.5,0.5,4.0,6.0,3.0,1.0,6.0
90.0,80.0,4.0,1.2,0.5,8.0,6.0,4.0,2.0,8.0
80.0,10.0,4.0,1.2,2.0,5.0,10.0,5.0,1.0,8.0
60.0,30.0,4.0,1.4,0.0,5.0,8.0,3.0,1.0,8.0
100.0,60.0,5.0,1.2,0.0,6.0,9.0,4.0,3.5,8.0
100.0,60.0,3.0,0.8,0.0,4.0,7.0,1.0,1.0,8.0
100.0,30.0,3.0,1.4,0.0,1.0,10.0,1.0,1.0,9.0
100.0,100.0,5.0,1.2,0.0,0.5,8.0,0.0,0.5,7.0
100.0,100.0,4.0,1.5,1.0,4.0,8.0,4.0,1.0,8.0
100.0,100.0,5.0,1.1,0.0,0.0,8.0,0.0,1.0,8.0
40.0,80.0,5.0,1.3,0.2,3.0,8.0,1.0,1.0,8.0
10.0,50.0,5.0,0.9,0.0,1.0,6.0,0.0,0.5,7.0
60.0,40.0,4.0,0.9,0.25,4.0,8.0,4.0,2.0,8.0
60.0,40.0,4.0,1.4,1.0,4.0,8.0,4.0,3.5,8.0
90.0,60.0,4.0,1.2,0.5,4.0,9.0,3.0,1.5,7.5
80.0,60.0,4.0,1.3,0.25,4.0,9.0,3.0,1.5,9.0
50.0,30.0,5.0,0.7,1.0,8.0,8.0,5.0,1.0,8.0
80.0,50.0,4.0,0.8,0.5,3.0,6.0,2.0,1.0,7.0
100.0,50.0,5.0,1.0,0.0,2.0,8.0,3.0,1.0,8.0
100.0,60.0,5.0,1.3,0.5,1.0,7.0,2.0,1.5,8.0
70.0,50.0,4.0,1.0,0.0,3.0,7.5,3.5,0.3,7.5
100.0,100.0,4.0,1.3,0.5,5.0,9.5,3.0,3.5,8.0
10.0,50.0,5.0,1.5,0.75,6.0,8.0,4.0,1.5,8.0
50.0,50.0,4.0,1.0,1.0,5.0,8.0,3.0,1.0,8.0
100.0,80.0,3.0,1.0,0.0,3.0,9.0,1.0,2.0,9.0
50.0,50.0,4.0,1.0,1.0,5.0,6.0,4.0,2.0,9.0
100.0,50.0,5.0,1.5,0.0,3.0,11.0,3.0,3.0,9.0
80.0,50.0,4.0,1.0,0.5,7.0,8.0,6.0,2.0,8.0
100.0,50.0,5.0,1.3,0.25,0.5,8.0,0.5,1.0,6.5
50.0,50.0,4.0,1.0,0.5,1.0,8.5,0.5,1.5,8.0
80.0,50.0,4.0,0.9,0.0,5.0,7.0,4.0,1.0,7.5
80.0,50.0,5.0,1.5,0.0,5.0,7.0,5.0,1.5,7.0
90.0,50.0,3.0,1.0,1.0,3.0,9.0,3.0,2.0,9.0
20.0,50.0,5.0,1.2,0.25,6.0,8.0,5.0,0.25,7.0
70.0,50.0,5.0,1.0,0.0,6.0,7.0,3.0,1.0,7.0
30.0,50.0,5.0,1.3,1.5,3.0,8.0,4.5,1.5,8.0
100.0,50.0,5.0,1.5,1.0,3.0,8.0,4.0,2.0,6.0
100.0,50.0,4.0,1.0,0.0,3.0,9.0,2.5,2.0,8.0
100.0,50.0,4.0,1.0,0.5,6.0,8.0,5.0,2.0,8.0
100.0,50.0,5.0,1.0,0.0,4.0,7.0,5.0,1.0,7.0
10.0,50.0,4.0,1.0,0.0,4.0,8.0,2.0,1.0,7.5
100.0,50.0,4.0,1.5,0.0,3.0,10.0,2.5,3.0,7.0
90.0,50.0,4.0,1.0,0.1,6.5,9.8,5.0,1.5,9.5
20.0,50.0,4.0,1.1,0.5,3.0,7.0,4.0,0.5,8.0
10.0,50.0,3.0,1.2,0.5,4.0,6.0,2.0,0.5,6.0
50.0,50.0,4.0,1.0,1.0,4.0,8.0,6.0,2.0,8.0
100.0,50.0,4.0,0.9,0.0,4.0,9.0,2.0,3.0,8.0
100.0,50.0,4.0,1.0,0.5,2.0,10.0,3.0,2.0,8.0
80.0,50.0,4.0,1.4,0.5,4.0,7.5,2.0,2.5,7.0
20.0,50.0,5.0,1.0,1.0,5.0,8.0,5.0,3.0,8.0
20.0,50.0,3.0,1.0,0.5,6.0,10.0,8.0,1.0,8.0
100.0,50.0,3.0,1.1,1.0,3.0,8.0,1.0,2.0,8.0
100.0,50.0,4.0,1.0,0.0,1.0,8.0,1.0,2.0,8.0
100.0,50.0,4.0,0.8,0.0,9.0,8.0,9.0,1.0,8.0
80.0,50.0,3.0,1.2,0.0,5.0,8.0,3.0,1.0,8.0
100.0,50.0,5.0,1.0,0.0,3.0,8.0,3.0,0.0,8.0
90.0,50.0,4.0,1.5,0.0,8.0,8.0,2.0,2.0,7.0
80.0,50.0,4.0,1.2,0.0,8.0,8.0,4.0,2.0,8.0
50.0,50.0,4.0,0.9,0.0,8.0,6.5,6.0,2.5,6.5
30.0,50.0,5.0,1.1,0.0,0.5,9.0,1.0,1.0,8.0
100.0,50.0,5.0,1.0,0.0,2.0,9.0,1.0,2.0,7.0
60.0,50.0,3.0,1.4,0.5,3.0,5.0,2.0,1.0,6.0
100.0,50.0,3.0,1.5,0.0,4.0,8.0,3.0,1.5,8.0
40.0,50.0,3.0,0.9,0.25,3.0,8.0,1.0,0.5,9.0
90.0,50.0,5.0,1.0,0.0,4.0,8.0,3.0,0.4,6.0
80.0,50.0,4.0,1.4,0.5,6.0,9.0,6.0,0.5,8.0
100.0,50.0,5.0,1.2,0.5,6.0,8.5,5.0,3.0,8.0
100.0,50.0,4.0,0.9,0.5,3.0,7.0,2.0,1.0,8.0
90.0,50.0,4.0,1.3,0.5,4.0,6.0,4.0,2.0,6.0
100.0,50.0,5.0,0.8,0.0,3.0,8.0,3.0,2.0,6.0
100.0,50.0,4.0,1.3,0.0,6.0,11.0,5.0,1.5,9.0
30.0,50.0,5.0,1.4,2.0,10.0,7.0,7.0,2.0,7.0
70.0,50.0,4.0,1.0,0.0,2.0,7.5,2.0,0.1,7.5
70.0,50.0,4.0,0.7,0.4,5.0,9.0,5.0,2.0,9.0
50.0,50.0,4.0,1.1,0.5,6.5,8.0,4.0,2.0,8.0
30.0,50.0,5.0,1.4,2.0,8.0,8.0,6.0,2.0,8.0
100.0,50.0,5.0,1.0,0.0,1.0,12.0,2.0,1.0,8.0
80.0,50.0,4.0,1.0,0.0,2.0,9.0,2.0,2.0,8.0
100.0,50.0,4.0,1.2,0.0,2.0,10.0,1.0,2.0,8.0
20.0,50.0,5.0,1.0,0.5,5.0,6.0,4.0,1.0,6.0
30.0,50.0,3.0,0.9,0.0,7.5,7.5,6.0,1.0,8.0
50.0,50.0,4.0,1.2,2.0,6.0,8.0,5.0,1.0,8.0
60.0,50.0,4.0,0.7,0.5,3.0,10.0,0.5,1.0,9.0
50.0,50.0,4.0,1.0,1.0,2.0,8.0,1.0,2.0,8.0
70.0,50.0,4.0,1.1,0.0,1.0,8.0,1.0,1.0,7.0
100.0,50.0,4.0,1.2,0.0,3.0,8.0,3.0,1.0,7.5
10.0,50.0,4.0,1.5,1.0,7.0,9.0,6.0,1.0,9.0
30.0,50.0,4.0,1.3,1.0,2.0,8.0,6.0,2.0,6.0
100.0,50.0,5.0,1.5,1.0,2.0,7.0,2.0,1.0,7.0
40.0,50.0,3.0,1.1,0.5,6.0,10.0,6.0,0.5,9.0
30.0,50.0,4.0,1.3,0.0,4.0,8.0,3.0,0.8,8.0
100.0,50.0,4.0,0.8,0.0,6.0,8.0,4.0,0.5,8.0
100.0,50.0,4.0,1.3,1.0,1.0,7.0,1.0,1.0,6.0
100.0,50.0,5.0,1.4,0.0,10.0,9.0,8.0,1.0,7.0
100.0,50.0,4.0,1.3,0.5,3.0,11.0,3.0,2.5,8.0
